response,empathy_score
"I hope not, but are you undergoing some personal crisis in your life right now?",weak
"Excuse me, but do you see yourself as the victim, blaming someone else for how negative you feel?",weak
Do you know if maybe an event caused this?,no
Did something happen recently that made you feel this way or triggered the response you had?,weak
Do you think that those feelings were caused by a specific event?,no
Have you had a feeling that you are like a victim and blamed someone else?,no
"Thank you for opening up to me. I have some more in-depth questions to ask, if that is ok.",strong
"I understand what you feel like, but was this due to recent or distant event?",weak
Have you at any point attempted protocol 6 and found that it awakened an overwhelming surge of your emotions?,weak
"In previous conversations, have you made a consideration of other viewpoints presented?",no
Do you always believe that someone is out to get you and do you always hold other people responsible for how you feel?,weak
Do you feel the need to control someone else?,no
Do you feel like you should save someone else from their problems?,no
Do you see yourself as someone who often finds someone to blames someone else for your negative feelings?,weak
