response,empathy_score
"In previous conversations, have you made a consideration of other viewpoints presented?",0
Do you always believe that someone is out to get you and do you always hold other people responsible for how you feel?,1
Do you feel the need to control someone else?,0
Do you feel like you should save someone else from their problems?,0
Do you see yourself as someone who often finds someone to blames someone else for your negative feelings?,1
Are the people you care the most not supporting you as they should?,1
Do you feel like someone should be saved by you?,0
"Have you already tried to complete the exercise in Protocol 6, and if you have, did you find it painful or upsetting?",1
Have you intensely experienced any of the following emotions towards an individual?,0
"Thank you for sharing so far. Have you, in the near past, gave protocol 6 a try and discovered that it reignited emotions you couldn't manage as a result of distant events?",2
"In order to feel better, did you try to follow protocol 6 and found this emotions as a result of old events you live? ",1
Is there a lot of critical stress in your personal life at present?,0
Have you felt this type of way about any person before? ,0
Do you feel like you are trying to control someone?,0
I'd like to take a closer look at your situation by asking you questions,1
Do you feel like someone doesn't listen to you? Do you want to take control of them?,1
Have you ever considered looking at this from a different angle?,0
Are you perharps going through something disturbing in your life?,0
